genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Massilia suwonensis,648895,5414S-25,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,67.8,,FJ969487,53.7,5
Yaniella soli,587739,JSM 070026,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Yaniella,,56.7,,FJ527420,55.5,5
Burkholderia dabaoshanensis,564714,GIMN1.004,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,,61.6,,FJ210816,55.8,5
Halomonas vilamensis,531309,SV325,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,55,,EU557315,56.2,5
Deinococcus aerolatus,522487,5516T-9,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,61,,EU622978,56.7,5
Paenibacillus taichungensis,484184,V10537,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,46.7,,EU179327,55.2,5
Silvimonas amylolytica,449663,ir6-4,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Silvimonas,,57.5,,AB326111,55.1,5
Silvimonas iriomotensis,449662,ir6-1,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Silvimonas,,59.9,,AB326110,55.2,5
Arthrobacter alkaliphilus,369936,LC6,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,69,,AB248527,57,5
Kordia algicida,221066,OT-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,,34,,AY195836,49.7,5
Oharaeibacter diazotrophicus,1920512,SM30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Oharaeibacter,,74.6,,LC153750,57.8,5
Abyssicoccus albus,1817405,YIM M12140,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Abyssicoccus,,42.4,,KT935587,52.6,5
Kocuria subflava,1736139,YIM 13062 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,68,,KR610332,57.5,5
Pontibacter indicus,1317125,LP100,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,58.2,,KC469980,58.3,5
Pedobacter namyangjuensis,600626,5G38,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,37,,FJ654260,54.2,5
Massilia niastensis,544911,5516S-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,66.6,,EU808005,54.4,5
Brevibacillus agri,51101,ATCC 51663,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,,53.5,,AB112716,55.7,5
Sporosarcina saromensis,359365,HG645,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,46,,AB243859,55.6,5
Gramella aestuarii,1028746,BS12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,42.3,,JF751047,51.1,5
Salinisphaera dokdonensis,454598,CL-ES53,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,,64.9,,EF988634,53.7,5
Salinicoccus albus,418756,YIM-Y21,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,46.1,,EF177692,56.2,5
Tenacibaculum litoreum,321269,CL\TF13,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,30,,AY962294,49,5
Paenibacillus segetis,1325360,DB13260,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,53.7,,KC835079,54.1,5
Echinicola shivajiensis,1035916,AK12,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,,46.2,,FR870465,54.9,5
Halolactibacillus halophilus,306540,M2-2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halolactibacillus,,40.2,,AB196783,53.9,5
Phytobacter diazotrophicus,395631,LS8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Phytobacter,,58.6,,DQ821583,55.3,5
Bacillus decolorationis,163879,LMG 19507,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39.8,,AJ315075,55.3,5
Jonesia luteola,1553906,YIM 93067,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Jonesiaceae,Jonesia,,57.4,,KM823552,56.8,5
Zobellella aerophila,870480,JC2671,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Zobellella,,59,,HM475140,55.1,5
Bacillus hemicentroti,582442,SW-72,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,38.8,,HM460885,55.3,5
Bacteroides graminisolvens,477666,XDT-1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,38,,AB363973,51.1,5
Dechloromonas denitrificans,281362,MH21,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,,42.6,,AJ318917,55.7,5
Paenibacillus anaericanus,170367,MH21,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,42.6,,AJ318909,54.4,5
Oceanobacillus picturae,171693,DSM 14867,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,39.5,,AJ315060,54.6,5
Chenggangzhangella methanolivorans,1437009,CHL1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Chenggangzhangella,,70.4,,KF726142,56.1,5
Pseudoalteromonas shioyasakiensis,1190813,SE3,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,46.9,,AB720724,53.2,5
Halomonas daqiaonensis,650850,YCSA28,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,63.7,,FJ984862,56.9,5
Chitinophaga niabensis,536979,JS13-10,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,47,,EU714259,51.1,5
Paenochrobactrum glaciei,486407,Pi26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Paenochrobactrum,,,,AB369864,54.4,5
Kaistia soli,446684,5YN9-8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,67,,EF592609,55.4,5
Paenibacillus chondroitinus,59842,DSM 5051,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,47.5,,AB073206,54.2,5
Paenibacillus alginolyticus,59839,DSM 5050,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,48,,AB073362,54.5,5
Paenibacillus pabuli,1472,DSM 3036,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,49,,AB073191,54.7,5
Alishewanella alkalitolerans,2071989,LNK-7.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,,,,KX449147,53.1,5
Oceanisphaera marina,2017550,YM319,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,,54.8,,KX675452,54.3,5
Chelatococcus reniformis,1494448,B2974,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,,64,,KJ469373,56.7,5
Aestuariibaculum suncheonense,1028745,SC17,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aestuariibaculum,,46.4,,JF751043,50.4,5
Bacillus xiaoxiensis,766895,JSM 081004,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,40.1,,HM054474,54.5,5
Marinobacter algicola,236100,DG893,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,55,,AY258110,55.2,5
Brachybacterium sacelli,173364,LMG 20345,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,,70.3,,AJ415384,57,5
Brachybacterium fresconis,173363,LMG 20336,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,,70.4,,AJ415378,57.2,5
Luteimonas vadosa,1165507,KMM 9005,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,,,AB704915,55.7,5
Stakelama algicida,1715649,Yeonmyeong 1-13,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama,,65.1,,KR054617,54.2,5
Phyllobacterium endophyticum,1149773,PEPV15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,,52,,JN848778,55.2,5
Rheinheimera japonica,1550609,KMM 9513,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,,,LC004727,53.5,5
Devosia submarina,1173082,KMM 9415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,,,AB712348,54.6,5
Alkalimonas collagenimarina,400390,AC40,Bacteria,Proteobacteria,Gammaproteobacteria,,,Alkalimonas,,49.3,,AB270706,53.5,5
Kaistia algarum,2083279,LYH11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,64.5,,MG717691,55.9,5
Arthrobacter liuii,1476996,DSXY973,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,67.6,,KJ082091,56.7,5
Nocardioides nanhaiensis,1476871,YIM M13091,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,68.5,,KJ013499,58.1,5
Streptomyces hokutonensis,1306990,R1-NS-10,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.2,,AB808756,58.3,5
Chryseobacterium rigui,1132696,CJ16,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,37.9,,JQ071497,51.1,5
Chryseobacterium vietnamense,866785, GIMN1.005,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,42.1,,HM212415,49.9,5
Phycicoccus aerophilus,436356,5516T-20,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,,70.5,,EF493847,56.3,5
Flavobacterium cucumis,416016,R2A45-3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,38,,EF126993,50.5,5
Flavobacterium terrae,415425,R2A1-13,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34,,EF117329,50.6,5
Lysinimicrobium luteum,1638988,HI12-123 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,,72,,LC042208,57.9,5
Lysinimicrobium soli,1638987,HI12-122 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,,72.3,,LC042207,57.4,5
Lysinimicrobium rhizosphaerae,1638985,HI12-135 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,,72.2,,LC042210,57.4,5
Lysinimicrobium gelatinilyticum,1638980,HI12-44 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,,71.4,,LC042200,57.6,5
Lysinimicrobium iriomotense,1536641,HI12-128,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,,71.9,,LC042212,57.6,5
Sediminihabitans luteus,1138585,H97-3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Sediminihabitans,,74,,AB695376,57.9,5
Endothiovibrio diazotrophicus,913829,S-1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Endothiovibrio,,67.6,,HQ379738,55.6,5
Herbiconiux flava,881268,NBRC 16403,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Herbiconiux,,71,,AB583921,55.5,5
Stakelama pacifica,517720,JLT832,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama,,66,,EU581829,54,5
Lysobacter niabensis,380628,GH34-4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,62.5,,DQ462461,56,5
Bradyrhizobium pachyrhizi,280333,PAC48,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,63.5,,AY624135,55.4,5
Paenibacillus borealis,160799,KK19,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,GCA_000758665.1,51.4,8.2,AJ011322,55.5,5
Methylocystis rosea,173366,SV97,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,GCA_003855495.1,62.5,4.2,AJ414656,56.3,5
Pseudomonas asuensis,1825787,CP155-2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,AJ871471,53.9,5
Patulibacter ginsengiterrae,556890,P4-5,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,,74.6,,EU710748,58.2,5
Yoonia vestfoldensis,245188,LMG 22003,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,GCA_002158905.1,60.7,4,AJ582226,54.2,5
Lysinimicrobium aestuarii,1638982,HI12-104 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,,72.3,,LC042202,57.7,5
Mycolicibacterium arabiense,1286181,DSM 45768,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,62.8,,KC010491,58.5,5
Sphingosinicella xenopeptidilytica,364098,3-2W4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella,,,,AY950663,54.8,5
Oceaniglobus indicus,2047749,1-19b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniglobus,,64.2,,KY694373,55.7,5
Arundinibacter roseus,2070510,DMA-K-7a,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,,45.7,,MG799130,55.1,5
Chryseobacterium oranimense,421058,H8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,,,EF204451,50.6,5
Azospirillum melinis,328839,TMCY 0552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,,68.7,,DQ022958,57.3,5
Thermithiobacillus plumbiphilus,1729899,wk12,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Thermithiobacillaceae,Thermithiobacillus,,58.5,,LC088006,56.9,5
Pontibacter brevis,2058179,XAAS-2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,50.6,,MF410355,57.2,5
Pseudomonas glareae,1577705,KMM 9500,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,LC011944,53.8,5
Chryseobacterium caeni,365343,N4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,38.2,,DQ336714,51.5,5
Nitrobacter vulgaris,29421,DSM 10236,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,,59.4,,AM114522,55.2,5
Nitrobacter hamburgensis,912,X14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,GCA_000013885.1,61.6,5,L11663,55.1,5
Psychrobacter oceani,1462563,4k5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,45.3,,AB910522,52.4,5
Flavobacterium anhuiense,459526,D3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,GCA_003590565.1,34.4,5.4,EU046269,53.1,5
Chryseobacterium aquaticum,452084,10-46,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,38.4,,AM748690,50.6,5
Pseudarthrobacter defluvii,410837,4C1-a,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,,64.4,,AM409361,56.6,5
Tumebacillus permanentifrigoris,378543,Eur1 9.5,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,53.1,,DQ444975,56.5,5
Clostridium acidisoli,91624,CK74,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,30.7,,AJ237756,52.1,5
Methanospirillum stamsii,1277351,Pt1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,,40,,HF569045,54.5,5
Nakamurella panacisegetis,1090615,P4-7,Bacteria,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,,69.9,,HE599560,58.1,5
Rubricoccus marinus,716817,SG-29,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubricoccus,,68.9,,AB545808,57,5
Vogesella mureinivorans,657276,389,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella,,61.2,,GQ246809,54.8,5
Pseudomonas marincola,437900,KMM 3042,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,GCA_900682675.1,57.3,4.8,AB301071,53.1,5
Pseudoalteromonas mariniglutinosa,206042,NCIMB 1770,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,40.3,,AJ507251,52.5,5
Magnetospira thiophila,549691,MMS-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,,47.2,,EU861390,55.5,5
Flavobacterium maris,1520671,KMM 9535,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,28.8,,AB973429,50.1,5
Sphingorhabdus pacifica,1501356,KMM 9574,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,56.5,,AB936074,53.1,5
Tamlana sedimentorum,1435349,KMM 9545,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,,31.3,,AB894238,49.7,5
Parasphingopyxis lamellibrachiae,680125,JAMH 0132,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis,,60.1,,AB524074,53.5,5
Winogradskyella profunda,2666022,KMM 9725,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,31.7,,LC379511,49.6,5
Demequina aestuarii,327095,JC2054,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Demequina,,67,,DQ010160,56.9,5
Parasphingopyxis algicola,2026624,ATAX6-5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis,,60.4,,KY200670,54.5,5
Marivirga harenae,2010992,NBRC 15981,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marivirga,,35.8,,AB078071,52.2,5
Aurantimonas endophytica,1522175,EGI 6500337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,,66.8,,KM114215,56.2,5
Sulfitobacter porphyrae,1246864,SCM-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,61.4,,AB758574,54,5
Myroides guanonis,1150112,IM13,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,,33.5,,HE663456,50,5
Rhodoligotrophos appendicifer,987056,120-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodoligotrophos,,61.1,,AB617575,57.3,5
Massilia jejuensis,648894,5317J-18,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,66.1,,FJ969486,53.7,5
Kaistia terrae,537017,5YN7-3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,,66.5,,EU723082,55.4,5
Dokdonella soli,529810,KIS28-6,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,,73,,EU685334,56.6,5
Terrabacter aeriphilus,515662,5414T-18,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,,73,,EU573947,57.1,5
Litoreibacter arenae,491388,GA2-M15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,,56,,EU342372,54.3,5
Roseomonas aerilata,452982,5420S-30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,72.1,,EF661571,58.8,5
Terrabacter aerolatus,422442,5516J-36,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,,71.7,,EF212039,56.8,5
Bacteroides propionicifaciens,392838,SV434,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,46.9,,AB264625,50.4,5
Pseudoalteromonas atlantica,288,ATCC 19262,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GCA_000014225.1,44.6,5.2,X82134,53.1,5
Pseudoalteromonas carrageenovora,227,ATCC 43555,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GCA_004328865.1,39.5,4.6,X82136,52.6,5
Mesorhizobium helmanticense,1776423,CSLC115N,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,62.7,,KT899885,56,5
Lacinutrix gracilariae,1747198,Lxc1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,31.7,,KT350410,48.8,5
Massilia niabensis,544910,5420S-26,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,67.8,,EU808006,53.8,5
Cellulomonas aerilata,515326,5420S-23,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,,74,,EU560979,58.3,5
Massilia aerilata,453817,5516S-11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,68.9,,EF688526,54.5,5
Rhodanobacter ginsengisoli,418646,GR17-7,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,,61,,EF166075,55.6,5
Andreprevotia chitinilytica,396808,JS11-7,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Andreprevotia,,62,,DQ836355,54.9,5
Siphonobacter curvatus,2094562,HR-U,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Siphonobacter,,47.9,,MF682433,53.1,5
Altererythrobacter gangjinensis,1028742,KJ7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,,,JF751048,51.9,5
Sphingobacterium yamdrokense,1378309,3-0-1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,42.5,,KC904977,52,5
Arenibacter hampyeongensis,1028743,HP12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,,37.1,,JF751052,54.2,5
Rhodopirellula rubra,980271,LF2,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,,56.1,,HQ845500,54,5
Burkholderia alpina,621374,PO-04-17-38,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,,64.9,,JF763852,55.4,5
Celeribacter neptunius,588602, H 14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,,59.1,,FJ535354,55,5
Flavobacterium chungangense,554283,CJ7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.5,,EU924275,50.7,5
Jannaschia seosinensis,313367,CL-SP26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,,63,,AY906862,55.6,5
Skermanella aerolata,393310,5416T-32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,,65,,DQ672568,57.9,5
Reichenbachiella faecimaris,692418,PCP11,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella,,40.8,,GU143096,51.4,5
Rudaea cellulosilytica,540746,KIS3-4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rudaea,,64,,EU741687,55.8,5
Niabella ginsengisoli,522298,GR10-1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella,,43,,EU616816,50.3,5
Chryseobacterium jejuense,445960, JS17-8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,41.4,,EF591303,50.2,5
