genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Actinopolyspora alba,673379,YIM 90480,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,,68.3,,GQ480940,60,25
Blautia glucerasea,536633,HFTH-1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,40.7,,AB439724,54.1,25
Lachnoanaerobaculum saburreum,467210,CCUG 28089,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,,37,,AB525414,51.2,25
Pelotomaculum isophthalicicum,342448,JI,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,,,,AB232785,56.2,25
Paenibacillus tarimensis,416012,SA-7-6,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,53.7,,EF125184,56.1,25
Actinopolyspora erythraea,414996, YIM 90600,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,GCA_002263515.1,68.8,5.2,GQ480939,60.1,25
Halobacillus alkaliphilus,396056,FP5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,,43.5,,AM295006,55.8,25
Syntrophomonas cellicola,382673,19J-3,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,,48.8,,DQ288691,54.5,25
Ochrobactrum pseudintermedium,370111,ADV31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,54.5,,DQ365921,54.9,25
Bifidobacterium tsurumiense,356829,OMB115,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,53,,AB241106,60.7,25
Pelotomaculum propionicicum,258475,MGP,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,,,,AB154390,53.9,25
Salibacterium qingdaonense,266892,CM1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,,48,,DQ115802,57.5,25
Peptostreptococcus russellii,215200,RT-10B,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,,35.6,,AY167952,52.6,25
Eubacterium multiforme,83339,ATCC 25552,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,,,AB018184,51.9,25
Clostridium budayi,83338,ATCC 25541,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,NR_024682,52.6,25
Eubacterium ventriosum,39496,ATCC 27560,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,,,L34421,52.3,25
Desulfovibrio senezii,76007,?CVL,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,62,,AF050100,56.3,25
Prevotella disiens,28130, ATCC 29426,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,41,,L16483,51.5,25
Clostridium subterminale,1550,ATCC 25774,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,28,,AF241844,51.9,25
Clostridium malenominatum,1539,ATCC 25776,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,28,,M59099,49.9,25
Hathewaya limosa,1536,ATCC 25620,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hathewaya,,24,,M59096,51.7,25
Eubacterium barkeri,1528,ATCC 25849,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,45,,M23927,51.8,25
Clostridium beijerinckii,1520,ATCC 25752,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_000833105.2,30,6.5,X68179,52.5,25
Lactobacillus colini,1819254,111144-L1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,35.6,,KU161105,51.7,25
Lactobacillus formosensis,1617889,S215 ,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,36.2,,AB794060,51.1,25
Halovivax limisalsi,1453760,IC38,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,,62.6,,KF805151,58.2,25
Methanocalculus pumilus,152007,MHT-1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus,,51.9,,AB008853,55.6,25
Sulfurovum riftiae,1630136,1812E,Bacteria,Proteobacteria,Epsilonproteobacteria,,,Sulfurovum,,47.4,,KP896689,50.4,25
Clostridium huakuii,1335065,LAM1030,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,31.2,,KC967412,52.7,25
Marinobacter persicus,930118,M9B,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,58.6,,HQ433441,55.1,25
Oceanobacillus limi,930131,H9B,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,37.1,,HQ433455,54.2,25
Alteribacillus iranensis,930128,X5B,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alteribacillus,,42.4,,HQ433452,56.4,25
Oceanobacillus longus,930120,T9B,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,42.9,,HQ433443,54.2,25
Prevotella fusca,589436,W1435 ,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,GCA_001262015.1,44.1,3.3,FJ545433,55.8,25
Nocardia wallacei,480035,ATCC 49873,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,65,,EU099357,58.6,25
Tindallia texcoconensis,361365,IMP-300,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Tindallia,,40,,DQ234901,53.5,25
Seinonella peptonophila,112248,ATCC 27302,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Seinonella,,40,,AF138735,56,25
Halohasta litchfieldiae,1073996,tADL,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halohasta,GCA_002788215.1,58.9,3.3,JF421969,56.3,25
Halorubrum salinum,767517,GX71,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,67.1,,HM063951,57.6,25
Halogeometricum pallidum,411361,BZ256,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,,65.4,,EF055454,57.7,25
Paenibacillus elymi,2259011, KUDC6143,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,50.3,,KX858537,55.7,25
Actinomyces glycerinitolerans,1892869,G10,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,68.5,,KC866613,59.7,25
Actinomadura alkaliterrae,1735446,D310AT,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,,,,KT876993,59.1,25
Nitratireductor aestuarii,1735103,2-2-12-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,,56.7,,KU057958,56.2,25
Ornithinimicrobium algicola,1671577,JC311,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,,70.4,,LN866650,58.2,25
Mycolicibacterium oryzae,1648871,JC290,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,69.8,,LN846834,58.4,25
Streptomyces pini,1520580,PL19,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,69.5,,EU912466,60,25
Paenibacillus populi,1473572,LAM0705,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,48,,KJ000069,55.1,25
Bacillus massiliosenegalensis,1287657,JC6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,37.6,,JF824800,54.8,25
Crassaminicella profunda,1286698,Ra1766H,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Crassaminicella,,33.7,,KC329523,53,25
Deinococcus enclensis,1049582,NIO-1023,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,67.2,,HQ858011,56.3,25
Desulfosporosinus acidiphilus,885581,SJ4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,GCA_000255115.3,42.1,5,FJ951625,54.9,25
Clostridium aceticum,84022,ATCC 35044,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_001042715.1,35.3,4.2,Y18183,53.9,25
Clostridium moniliforme,39489,ATCC 25546,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,L34622,51.1,25
Pontibacter ummariensis,1610492,NKM1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,58.6,,KP265297,57.2,25
Streptomyces graminisoli,1367504,JR-19,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,73.5,,HQ267975,58.8,25
Aliifodinibius sediminis,1214077,YIM J21,Bacteria,Balneolaeota,Balneolia,Balneolales,Balneolaceae,Aliifodinibius,,48.4,,JQ923476,56.9,25
Nocardia amikacinitolerans,756689,W9988,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,67.3,,GU985442,58.8,25
Coprococcus comes,410072,ATCC 27758,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,40.5,,EF031542,53.6,25
Coprococcus catus,116085,ATCC 27761,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,41.5,,AB038359,54.5,25
Coprococcus eutactus,33043,ATCC 27759,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,41.5,,D14148,51.5,25
Methanoculleus horonobensis,528314,T10,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,,62.9,,AB436897,56.6,25
Halolamina sediminis,1480675,halo-7,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,,68,,KJ573433,58.9,25
Natronomonas moolapensis,416273,8.8.11 ,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,GCA_000591055.1,64.5,2.9,AY498645,58.6,25
Leucobacter ruminantium,1289170,A2,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,,67,,KC107829,56.6,25
Sporobacterium olearium,100133,SR1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sporobacterium,,38,,AF116854,52.8,25
Geodermatophilus sabuli,1564158,BMG8133,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,,74.5,,LN626269,59.1,25
Clostridium sporogenes,1509,ATCC 3584,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_001020205.1,28,4.1,M59115,49.1,25
Agathobacter ruminis,1712665,JK623,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,,41.8,,KT229569,53.4,25
Pseudoramibacter alactolyticus,113287,ATCC 23263,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,,61,,AB036759,52.8,25
Bacteroides uniformis,820,ATCC 8492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,GCA_006742345.1,46.2,5,L16486,51,25
Methanosaeta harundinacea,301375,8Ac,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,GCA_000235565.1,60.6,2.6,AY817738,56.4,25
Clostridium sordelli,1796621,ATCC 9714,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,26,,AB075771,53.7,25
Oceanobacillus massiliensis,1465765,Ndiop,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,36.7,,HQ586887,54.7,25
Fuchsiella ferrireducens,1242948,Z-7101,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Fuchsiella,,34.6,,JX566886,52.7,25
Idiomarina piscisalsi,1096243,TPS4-2,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,GCA_002211765.1,47.4,2.6,AB619724,54.3,25
Brevibacterium ravenspurgense,479117,5401308,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,,,,EU868814,57.1,25
Staphylococcus massiliensis,555791,5402776,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,36.6,,EU707796,51.9,25
Lysinibacillus massiliensis,292806,4400831,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,,,AY677116,54,25
Thiomonas bhubaneswarensis,339866,S10,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,,64.8,,DQ092334,55.6,25
Clostridium sartagoforme,84031,ATCC 25778,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,28,,Y18175,52.5,25
Asaccharospora irregularis,29359,ATCC 25756,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Asaccharospora,,,,X73447,53,25
Clostridium cadaveris,1529,ATCC 25783,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,27,,M59086,50,25
Acetoanaerobium sticklandii,1511,StadtmanHF,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium,GCA_000196455.1,33.3,2.7,M26494,51.9,25
Acidaminococcus fermentans,905,VR4,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,GCA_000025305.1,55.8,2.3,X65935,53.7,25
Marinicrinis lubricantis,2086470,KSS164-79,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Marinicrinis,,62.8,,MG589643,55.5,25
Aeromicrobium massiliense,1464554,?JC14,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,72.5,,JF824798,58.2,25
Jeotgalibacillus alkaliphilus,1671556,JC303,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,,43,,LN866628,55.1,25
Salinifilum ghardaiensis,1293032,H53,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Salinifilum,,72.6,,KC427277,60.2,25
Ktedonosporobacter rubrisoli,2509675,SCAWS-G2,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,,,GCA_004208415.1,51.8,11.3,KY427895,58.4,25
Domibacillus enclensis,1017273,NIO-1016,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Domibacillus,,46.9,,JF893466,56.3,25
Bacillus cellulasensis,1049581,NIO-1130,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39.9,,HQ858013,55.1,25
Methanofollis tationis,81417,Chile 9,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,,54,,AF095272,56.3,25
Rhodocista pekingensis,201185,3-p,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodocista,,68.8,,AF523824,58.3,25
Bacteroides faecis,674529,MAJ27,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,GQ496624,50.1,25
Saccharomonospora xiaoerkulensis,1778871,TRM 41495,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,,72.9,,KU511278,59.6,25
Flexilinea flocculi,1678840,TC1,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea,,42.1,,LC049585,53.7,25
Eubacterium callanderi,53442,FD,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,GCA_000152245.2,47.5,4.3,X96961,53.1,25
Christensenella minuta,626937,YIT 12065,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,GCA_003628755.1,51.4,3,AB490809,54.8,25
Mycobacterium genavense,36812,ATCC 51234,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,X60070,58,25
Methanolacinia paynteri,230356,G-2000,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,,44.9,,NR_042788,56,25
Bacteroides xylanisolvens,371601,XB1A ,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,GCA_006546965.1,41.8,6.5,AM230650,49.6,25
Halorubrum californiense,416585,SF3-213,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,69.4,,EF139654,58.2,25
Methanocalculus taiwanensis,106207,P2F9704a,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus,,,,AF172443,56.2,25
Mycobacterium talmoniae,1858794,NE-TNMC-100812,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,KX008970,57.7,25
Butyricimonas faecalis,2093856,H184,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,GCA_003991565.1,43.5,5,MG963286,57.5,25
Bacillus lacus,1983721,AK74,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,51.6,,LT844664,55.4,25
Sphingobacterium bovisgrunnientis,1874697,YK2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,38.9,,LT599836,51.2,25
Bifidobacterium hapali,1630172,MRM_8.14 ,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,56.4,,KP718961,57.4,25
Mycoplasma mucosicanis,458208,1642,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,AM774638,47.7,25
Saccharopolyspora lacisalsi,1000566,TRM 40133,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,68.2,,JF411070,59.7,25
Fretibacterium fastidiosum,651822,SGP1 ,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,,63,,GQ149247,56,25
Sphingomonas rosea,335605,PB196,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,AB220121,54.4,25
Actinocatenispora rupis,519421,CS5-AC17,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora,,74.3,,AM980986,59.6,25
Paenibacillus pueri,512397,b09i-3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,56.6,,EU391156,56.9,25
Halomonas ilicicola,480814,SP8,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,66.9,,EU218533,58.3,25
Clostridium diolis,223919,SH1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_008705175.1,,5.9,NR_025542,53,25
Paenibacillus ginsengihumi,431596,DCY16,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,50.9,,EF452662,56.7,25
Desulfotomaculum defluvii,369958,A5LFS102,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,,45.4,,AM184185,54.4,25
Burkholderia oklahomensis,342113,C6786,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,GCA_000959365.1,67.1,7.1,NR_043552,55.2,25
Mycobacterium lacus,169765,ATCC BAA-323,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,AF406783,57.7,25
Alishewanella fetalis,111143,R2422019,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,,51,,AF144407,53.6,25
Bacteroides massiliensis,204516,B84634,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,49,,AY126616,51.2,25
Actinobacillus capsulatus,717,P243,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,42.4,,M75062,51.1,25
Streptococcus hyovaginalis,149015,SHV515,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,40,,Y07601,52,25
Superficieibacter electus,2022662,BP-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Superficieibacter,,,,MG866003,54.8,25
Arenimonas maotaiensis,1446479,YT8,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,,66.6,,KF746926,56.1,25
Prevotella scopos,589437,W2052,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,41,,FJ545434,53.9,25
Syntrophus aciditrophicus,316277,SB,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,GCA_000013405.1,51.5,3.2,U86447,52.3,25
Halomonas rifensis,762643,HK31,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,61.5,,HM026177,57.9,25
Lysobacter xanthus,2675060,U8,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,70.6,,MF417835,56.7,25
Lysobacter helvus,2675059, D10,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,70.2,,MF417836,57.1,25
Castellaniella daejeonensis,659013,MJ06,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,,66.2,,GQ241321,55.2,25
Castellaniella ginsengisoli,546114,DCY36,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,,63.7,,EU873313,54.8,25
Pseudoclavibacter soli,452623,KP02,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,,64.4,,AB329630,56.8,25
Microbacterium soli,446075,DCY 17,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,70.2,,EF593038,56.2,25
Gryllotalpicola ginsengisoli,444608,DCY26,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Gryllotalpicola,,65.8,,EF587758,57.9,25
Marininema halotolerans,1155944,YIM M11385,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Marininema,,46.6,,KC684888,57.1,25
Exiguobacterium enclense,1017277,NIO-1109,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,,46.9,,JF893462,55.2,25
Streptococcus ferus,1345,8S1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,GCA_900475025.1,42.8,1.9,AJ420197,53.1,25
Bifidobacterium aesculapii,1329411,MRM 3/1,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,64.7,,KC807989,60.1,25
Pseudomonas oryzae,1392877,WM-3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,69.4,,NR_133023,54,25
Mariniradius saccharolyticus,1245591,AK6,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Mariniradius,,45.6,,FR687202,60.2,25
Marinilabilia nitratireducens,857392,AK2,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Marinilabilia,,40.2,,FN994992,50.8,25
Labedaea rhizosphaerae,598644,RS-49,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Labedaea,,64.2,,FM998036,59.6,25
Wandonia haliotis,574963,Haldis-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Wandonia,,38.1,,FJ424814,52.3,25
Nocardioides humi,449461,DCY24,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,GCA_006494775.1,72.3,6.2,EF623863,57.8,25
Streptococcus minor,229549,ON59,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,41.1,,AY232832,52.8,25
Tumebacillus luteolus,1616821,U13,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,,,KP050358,58.1,25
Lysinibacillus odysseyi,202611,34hs-1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,,,AF526913,54,25
Chryseobacterium takakiae,1302685,AG1-2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,37.3,,KC560016,50,25
Shewanella chilikensis,558541,JC5,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,54.6,,FM210033,54.5,25
Paraburkholderia ginsengisoli,311231,KMY03,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,61.6,,AB201286,56,25
Anoxynatronum sibiricum,210623,Z-7981,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Anoxynatronum,,48.4,,AF522323,55.1,25
Sphingomonas tabacisoli,2249466,X1-8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,66.5,,MF370621,55.1,25
Methanomethylovorans uponensis,1341726,EK1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,,39.2,,KC876048,55.9,25
Methanocorpusculum labreanum,83984,Z,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,GCA_000015765.1,50,1.8,CP000559,53.8,25
Natronobacterium gregoryi,44930,SP2,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,GCA_000230715.3,62.2,3.8,D87970,58.7,25
Corynebacterium godavarianum,2054421,PRD07,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,68.5,,KY670596,56.2,25
Streptomyces luteus,1915400,TRM 45540,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,62,,KM285235,59.6,25
Piscinibacter defluvii,1796922,SH-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Piscinibacter,,69.9,,KU667249,56.8,25
Virgibacillus senegalensis,1499679,SK-1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,,,LK021111,55.9,25
