genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Microbispora tritici,2604471,NEAU-HRGS1-13,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora,,71.7,,MF969267,59.2,20
Ornatilinea apprima,1134406,P3M-1,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,,55,,JQ292916,55.7,20
Sphingobacterium thermophilum,768534,CKTN2 ,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,40.3,,AB563783,53.4,20
Halarchaeum rubridurum,489911,MH1-16-3,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,,63.2,,AB372513,58.1,20
Clostridiisalibacter paucivorans,408753,37HS60,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiisalibacter,,33,,EF026082,55,20
Thermobifida alba,53522,CIP 105591,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida,,71.2,,AF002260,59.6,20
Rummeliibacillus suwonensis,1306154,G20,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,,37.8,,KC677630,53.8,20
Natronoarchaeum philippinense,558529,294-194-5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronoarchaeum,,63,,AB457580,59.3,20
Hydrogenispora ethanolica,1082276,LX-B,Bacteria,Firmicutes,,,,Hydrogenispora,,56.1,,AB669474,55.9,20
Clostridium perfringens,1502,ATCC 3626,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_000013285.1,28.4,3.3,M59103,51.2,20
Halolamina salina,1220023,WSY15-H3 ,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,,66.2,,JX192605,59.2,20
Longimonas halophila,1469170,SYD6,Bacteria,Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Longimonas,,61.5,,KF955302,55.5,20
Natrialba magadii,13769,MS3,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba,GCA_000025625.1,61,4.4,X72495,57.5,20
Cohnella algarum,2044859,Pch-40,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,55.6,,KY864397,56.4,20
Ruegeria marisrubri,1685379,ZGT118,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,,62.9,,KP726356,56.2,20
Nocardiopsis baichengensis,280240,CCTCC AA 2040016,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,73.2,,AY619716,60.1,20
Alteribacillus alkaliphilus,1448272,JC229,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alteribacillus,,40.2,,HG799487,57.1,20
Bacillus firmus,1399,ATCC 14575,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,41.4,,D16268,55.5,20
Halobacterium rubrum,1341552,TGN-42-S1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,69.2,,KC914879,58.7,20
Pullulanibacillus camelliae,1707096,7578-24,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Pullulanibacillus,,45.2,,KT438833,55.5,20
Pullulanibacillus pueri,1437324,YN3,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Pullulanibacillus,,38.7,,KF733796,55.7,20
Cohnella formosensis,1145318,CC-Alfalfa-35,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,58.3,,JN806384,56.3,20
Bacillus cytotoxicus,580165,NVH 391-98 ,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,GCA_000017425.1,35.9,4.1,AM747234,54.6,20
Alkalibacillus silvisoli,392823,BM2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus,,37,,AB264528,55.3,20
Bacillus altitudinis,293387,Bi.FFUP1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,GCA_005849435.1,41.3,3.9,JX183147,55,20
Glycomyces lacisalsi,1737868,XHU 5089,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,68.6,,KT895607,59.5,20
Sporosalibacterium faouarense,516123,SOL3f37,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sporosalibacterium,,30.7,,EU567322,54.5,20
Proteiniborus ethanoligenes,415015,GW,Bacteria,Firmicutes,Clostridia,Clostridiales,,Proteiniborus,,38,,EF116488,53.4,20
Syntrophobacter sulfatireducens,283702,TB8106,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,,58.5,,AY651787,56.9,20
Desulfovibrio longreachensis,29505,AB16910a,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,69,,Z24450,57.5,20
Paenibacillus vini,1476024,LAM0504,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,43,,KJ005124,54.8,20
Deinococcus misasensis,392413, TDMA-25,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,53.5,,AB264135,55.2,20
Haloarchaeobius baliensis,1670458,2b_61_3,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarchaeobius,,67.2,,LC061269,57.6,20
Halobium palmae,1776492,2a_47_2,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halobium,,67,,LC109314,58.9,20
Clostridium roseum,84029,ATCC 17797,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,Y18170,52,20
Lactobacillus bombi,1303590,BTLCH M1/2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,GCA_003522965.1,34.7,1.8,KJ078643,52.3,20
Methylocaldum marinum,1432792,S8,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,GCA_003584645.1,58.7,6.1,AB894129,55.7,20
Pseudobacteroides cellulosolvens,35825,WM2,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Pseudobacteroides,,43,,L35517,52,20
Chitinophaga parva,2169414,LY-1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,52.4,,MG871256,51.2,20
Halanaerobium congolense,54121,SEBR 4224,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,,34,,U76632,51.8,20
Dethiosulfovibrio peptidovorans,47055,SEBR 4207,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Dethiosulfovibrio,,56,,U52817,56.9,20
Halorubrum glutamatedens,2707018,ZY8,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,66.7,,MG097855,58.7,20
Natronomonas gomsonensis,1046043,SA3,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,,63.4,,JF950943,57.7,20
Methanobacterium ferruginis,710191,Mic6c05 ,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,37.6,,AB542743,56.4,20
Haloarcula vallismortis,28442,J.F. 54,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,64.7,,NR_044336,57.4,20
Methanosarcina mazei,2209,S-6,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,GCA_000007065.1,41.5,4.1,AJ012095,56.9,20
Rhodosalinus sediminis,1940533,WDN1C137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodosalinus,,70.9,,KX815123,58.5,20
Mongoliimonas terrestris,1709001,MIMtkB18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,Mongoliimonas,,69.6,,KP993300,56.9,20
Microvirga pakistanensis,1682650,NCCP-1258,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,,64.3,,LC065285,57.1,20
Alicyclobacillus fodiniaquatilis,1661150,G45-16,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,,51.3,,KR090679,57.2,20
Anaerosolibacter carboniphilus,1417629,IRF19,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Anaerosolibacter,,37.4,,KF601947,54.7,20
Deinococcus metallilatus,1211322,MA1002,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,70.5,,JX089329,59,20
Plasticicumulans lactativorans,1133106,YD,Bacteria,Proteobacteria,Gammaproteobacteria,,Candidatus Competibacteraceae,Plasticicumulans,,68.5,,JN565849,56.6,20
Bacillus halosaccharovorans,930124,E33,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,42.6,,HQ433447,54.4,20
Sphingomonas astaxanthinifaciens,407019,TDMA-17,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,67.7,,AB277583,54.7,20
Desulfovibrio capillatus,218206,MET2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,58.7,,AY176773,56.9,20
Rhodovibrio salinarum,1087,ATCC 35394,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodovibrio,,67.8,,M59069,57.9,20
Rhodothalassium salexigens,1086,WS 68,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodothalassiales,Rhodothalassiaceae,Rhodothalassium,,64,,D14431,56.7,20
Methanococcus voltae,2188,A3,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,GCA_000006175.2,28.6,1.9,M59290,54,20
Methanococcus vannielii,2187,SB,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,GCA_000017165.1,31.3,1.7,M36507,57.6,20
Halorubrum halodurans,1383851,Cb34,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,62.3,,HG421007,58.7,20
Halorubrum persicum,1383844,C49,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,64.2,,HG421000,58.6,20
Methanocalculus chunghsingensis,156457,K1F9705b,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus,,50.8,,AF347025,55.8,20
Clostridium composti ,2569155,YH-tan31,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,30.9,,MF496372,52.5,20
Clostridium beihaiense,2282766,YB-7,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,32.3,,MF125275,53.3,20
Bacillus acanthi,2171554, L28,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,36.9,,KY038378,54.8,20
Bacillus marinisedimentorum,1821260, NC2-31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,46.3,,KX548355,56.7,20
Streptomyces indoligenes,1764539,TRM 43006,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,69,,KU195301,58.8,20
Clostridium guangxiense,1662055,ZGM211,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,40.7,,KT000268,51.9,20
Wenzhouxiangella marina,1579979,Ma-11,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,GCA_001187785.1,65.3,3.7,KM504518,53.9,20
Salipaludibacillus aurantiacus,1601833,S9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salipaludibacillus,,42.5,,LN827662,56,20
Parapedobacter indicus,1477437,RK1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,,44.5,,KJ101506,55.7,20
Aquibacillus salifodinae,1412147,WSY08-1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aquibacillus,,36.9,,AB859945,54.8,20
Clostridium swellfunianum,1367462,S11.3.10,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,36.4,,AB838978,53.5,20
Bacillus fengqiuensis,1285900,NPK15,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,45.5,,KC291653,56.2,20
Tumebacillus soli,1229157,CAU 11108,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,54.6,,JX233496,57.8,20
Arhodomonas recens,980519,RS91,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Arhodomonas,,68.2,,HQ833040,58.2,20
Longimycelium tulufanense,907463,TRM 46004,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Longimycelium,,65.2,,HQ229000,60.4,20
Haloechinothrix alba,664784,YIM 9322,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Haloechinothrix,,68.1,,GQ366705,59.2,20
Sphingobacterium hotanense,649196,XH4,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,GCA_008274825.1,41.2,4.5,FJ859899,51.9,20
Alishewanella solinquinati,522468,KMK6,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,,48.8,,EU574916,53.4,20
Allobacillus halotolerans,570278,B3A,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Allobacillus,,45.3,,FJ347755,55.3,20
Streptomonospora flavalba,505256,YIM 91394 ,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora,,72.5,,EU442553,60.1,20
Streptomonospora amylolytica,505254,YIM 91353,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora,,71.2,,EU442551,60.2,20
Pannonibacter indicus,466044,HT23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pannonibacter,,63.3,,EF608175,57.2,20
Haloactinospora alba,405555,YIM 90648,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Haloactinospora,,68,,DQ923130,59.2,20
Paenibacillus nanensis,393251,MX2-3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,52.9,,AB265206,55.3,20
Salinicoccus salsiraiae,365049,RH1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,46.2,,DQ333949,56.1,20
Lentibacillus salis,297171,BH113,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,,46.2,,AY762976,56.1,20
Actinomadura fibrosa,111802,A82810.1,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,,,,AF163114,59.7,20
Fusibacter paucivorans,76009,SEBR 4211,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XII. Incertae Sedis,Fusibacter,,43,,AF050099,52.8,20
Arhodomonas aquaeolei,2369,HA-1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Arhodomonas,,67,,M26631,57.4,20
Tissierella creatinini,43143,BN11,Bacteria,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Tissierella,,32,,X75909,52.6,20
Bacillus mannanilyticus,1418,AM-001,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,37.4,,AB043864,54.2,20
Bacillus akibai,1411,1139,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,34.4,,AB043858,54.4,20
Streptococcus halotolerans,1814128,HTS9,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,GCA_001598035.1,39.2,2.2,KU865003,52,20
Lactobacillus gigeriorum,1203069,202,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,41.9,,FR681899,54,20
Ferroplasma acidiphilum,74969,Y,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,GCA_002078355.1,36.5,1.8,AJ224936,51,20
Bacillus solani,1637975,FJAT-18043,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,48.8,,KP268082,54.5,20
Salinivirga cyanobacteriivorans,1307839,L21-Spi-D4,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Salinivirgaceae,Salinivirga,GCA_001443605.1,39,4.8,NR_146659,51,20
Salinispira pacifica,1307761,L21-RPul-D2,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,GCA_000507245.1,51.9,3.8,KC665949,53.8,20
Clostridium bornimense,1216932,M2/40,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_000577895.1,29.5,3.6,JQ388596,52.8,20
Aliicoccus persicus,930138,A76,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Aliicoccus,,38.8,,HQ433462,52.9,20
Oceanobacillus halophilus,930130,J8B,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,39.2,,HQ433454,54,20
Saliterribacillus persicus,930114,X4B,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Saliterribacillus,,35.2,,HQ433437,55.4,20
Clostridium aciditolerans,339861,JW/YJL-B3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,30.8,,DQ114945,52,20
Halomonas anticariensis,258591,FP35,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,60,,AY489405,56.5,20
Desulfovibrio hydrothermalis,191026,AM13,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,47,,AF458778,54.3,20
Magnetospirillum aberrantis,1105283,SpK,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,,62.6,,GU724731,55.6,20
Halostagnicola kamekurae,619731,194-10,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halostagnicola,,59.8,,AB489220,57.8,20
Sphingosinithalassobacter portus,2676234,FM6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinithalassobacter,,63.8,,MG798699,53.6,20
Martelella lutilitoris,2583532,GH2-6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,,61.9,,MG650290,54.8,20
Clostridium bovifaecis,2184719,BXX,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,33.7,,MH346511,53.7,20
Dyadobacter endophyticus,1749036,65,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,46.6,,KT003984,53.1,20
Delftia deserti,1651218,YIMY792,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,70.3,,KP300804,53.5,20
Nocardioides solisilvae,1542435,Ka25 ,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.6,,LN555580,57.7,20
Micromonospora oryzae,1530046,CP2R9-1 ,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,73.8,,AB981052,60.5,20
Micromonospora soli,1530045,SL3-70 ,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,72.7,,AB981051,60.7,20
Brevibacillus halotolerans,1507437,LAM0312,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,,45,,KJ627768,54.4,20
Halopolyspora algeriensis,1500506,H195,Bacteria,Actinobacteria,Actinobacteria,,,Halopolyspora,,68.2,,KJ574202,61.5,20
Bacillus formosensis,1496044,CC-LY275,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,37.9,,KR534504,54.8,20
Lysinibacillus alkaliphilus,1450019,OMN17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,38.1,,KF771256,54.6,20
Paenibacillus shenyangensis,1434724,A9,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,51.9,,KF834270,54.4,20
Bacillus filamentosus,1402861,SGD-14,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39.6,,KF265351,54.1,20
Luteimonas huabeiensis,1244513,HB2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,67,,JX658136,56.4,20
Saccharothrix hoggarensis,913853,SA181,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,,,HQ399564,59.3,20
Ornithinibacillus contaminans,694055,CCUG 53201,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,,,,FN597064,55.3,20
Lysinibacillus fluoroglycofenilyticus,1239396,cmg86,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,37.6,,JX524514,54.4,20
Tumebacillus algifaecis,1214604,THMBR28,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,GCA_002243515.1,53,4.5,JX110710,57,20
Rhizobium paknamense,1206817,L6-8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,60.4,,AB733647,56.1,20
Bacillus mesonae,1193713,FJAT-13985,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,GCA_003999735.1,40.4,5.8,JX262263,55.1,20
Microbacterium enclense,993073,NIO-1002,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,66.5,,JF421612,56,20
Actinomadura geliboluensis,882440,A8036,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,,70.8,,HQ157187,59.8,20
Paenibacillus puldeungensis,696536,CAU 9324,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,48.8,,GU187433,54.4,20
Paenibacillus chungangensis,696535,CAU 9038,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,51.6,,GU187432,55.3,20
Brevibacillus fluminis,511487,CJ71,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,,52.4,,EU375457,55.6,20
Kribbella swartbergensis,324852,HMC25,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,,,,AY995147,58.4,20
Luteimonas composti,398257,CC-YY255,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,68.1,,DQ846687,56.2,20
Clostridium nitrophenolicum,382954,1D,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,35.5,,AM261414,52.4,20
Bacillus panaciterrae,363872,Gsoil 1517,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,47.8,,AB245380,54.7,20
Bacillus ginsengihumi,363870,Gsoil 114,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,41.8,,AB245378,54.4,20
Virgibacillus olivae,340172,E 308,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,33.4,,DQ139839,55.1,20
Acidipropionibacterium microaerophilum,118367,M5,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,,67.7,,NR_028778,57.7,20
Acetobacterium wieringae,52694,C,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,43,,X96955,53.1,20
Lysinibacillus macroides,33935,LMG 18474,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,38.2,,AJ628749,54,20
Cohnella lubricantis,2163172,KSS-154-50,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,,,KX581041,56.9,20
Sphaerimonospora triticiradicis,2666283,NEAU-HRGS1-10,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerimonospora,,70.7,,MF969268,60,20
Microbispora fusca,2576905,NEAU-HEGS1-5,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora,,71.7,,MK825340,59,20
Microbispora triticiradicis,2200763,NEAU-HRDPA2-9,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora,,71.7,,MF969266,59.3,20
Echinicola sediminis,1928082,001-Na2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,,44.6,,KX774280,55.6,20
Yimella radicis,1847819,py1292,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Yimella,,65.6,,KU517232,56.3,20
Haloactinomyces albus,1352928,AFM 10258,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Haloactinomyces,,62.8,,KF022043,59.6,20
Arenimonas taoyuanensis,1329367,YN2-31A,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,,72.3,,KC237721,57.1,20
